Manufacturer,Year,Potentially Affected,cluster,severity_level,severity_label
WEEKEND WARRIOR TRAILERS INC.,2005,891,1,1,Low
"Big Dog Motorcycles, LLC",2005,3294,2,3,High
"FLEETWOOD ENTERPRISES, INC.",2005,180,1,1,Low
NORTHWOOD MFG OF VA,2005,53,1,1,Low
Ford Motor Company,1976,2063,0,2,Medium
"General Motors, LLC",1976,31,0,2,Medium
LES ENTREPRISES M.CORBEIL,2005,5277,2,3,High
"Doolittle Trailer Mfg. Co., Inc.",2005,2,1,1,Low
"WESTERN RECREATIONAL VEHICLES, INC.",2005,44,1,1,Low
Vintage Trailers Ltd.,2005,5,1,1,Low
"Mack Trucks, Inc.",2005,2582,2,3,High
"Mack Trucks, Inc.",2005,2679,2,3,High
"Mack Trucks, Inc.",2005,1433,2,3,High
"Mack Trucks, Inc.",2005,1408,2,3,High
"Winnebago of Indiana, LLC",2005,429,1,1,Low
Keystone RV Company,2005,834,1,1,Low
Doubletree RV,2005,142,1,1,Low
"New Flyer of America, Inc.",2005,11,1,1,Low
Harley-Davidson Motor Company,2005,2393,2,3,High
Harley-Davidson Motor Company,2005,288,1,1,Low
Harley-Davidson Motor Company,2005,12398,2,3,High
MONACO COACH CORPORATION,2005,306,1,1,Low
"Cargo South, Inc.",2005,1,1,1,Low
H&H TRAILER COMPANY,2005,6,1,1,Low
"Kia America, Inc.",2005,73641,2,3,High
"Saleen, Inc.",2005,339,1,1,Low
"Eldorado National- California, Inc.",2005,989,1,1,Low
PACCAR Incorporated,2005,333,1,1,Low
FREIGHTLINER LLC,2005,1630,2,3,High
Mazda Motor Corp.,2005,7000,2,3,High
Ford Motor Company,2005,6298,2,3,High
"Trails West Manufacturing of Idaho, Inc.",2005,1,1,1,Low
"BRI-MAR MANUFACTURING, LLC",2005,123,1,1,Low
"ROAD RUNNER TRAILERS, INC.",2005,1,1,1,Low
"Mitsubishi Motors North America, Inc.",2005,2901,2,3,High
"Mitsubishi Fuso Truck of America, Inc.",2005,4571,2,3,High
"Mitsubishi Fuso Truck of America, Inc.",2005,301,1,1,Low
Blue Bird Body Company,2005,5863,2,3,High
"Chrysler (FCA US, LLC)",2005,101925,2,3,High
COUNTRY COACH INC,2005,33,1,1,Low
"SAAB CARS USA, INC.",2005,103202,2,3,High
"Carriage, Inc.",2005,99,1,1,Low
"Winnebago Industries, Inc.",2005,1367,2,3,High
FREIGHTLINER LLC,2005,116,1,1,Low
Fontaine Trailer Company,2005,131,1,1,Low
Blue Bird Body Company,2005,46,1,1,Low
Blue Bird Body Company,1996,194,0,2,Medium
OPTIMA BUS CORP,2005,167,1,1,Low
ORION BUS INDUSTRIES LTD.,2005,96,1,1,Low
FREIGHTLINER LLC,2005,37029,2,3,High
"Coachmen RV Company, LLC",2005,164,1,1,Low
Hyundai Motor America,2005,231160,2,3,High
Newmar Corporation,2005,6,1,1,Low
FREIGHTLINER LLC,2005,315,1,1,Low
Ford Motor Company,2005,4500000,2,3,High
"Jayco, Inc.",2005,66,1,1,Low
"Jayco, Inc.",2005,72,1,1,Low
FREIGHTLINER LLC,2005,1840,2,3,High
Toyota Motor Engineering & Manufacturing,2005,977839,2,3,High
"EZ Loader Adjustable Boat Trailers, Inc.",2005,208,1,1,Low
FREIGHTLINER LLC,2005,1395,2,3,High
"PACE AMERICAN, INC.",2005,21,1,1,Low
Honda (American Honda Motor Co.),2005,22861,2,3,High
Skyline Corporation,2005,65,1,1,Low
"General Motors, LLC",1989,29951,0,2,Medium
COUNTRY COACH INC,2005,12,1,1,Low
"JOHN H. ENTERPRISE, INC.",2005,45,1,1,Low
"Suzuki Motor USA, LLC",2005,5869,2,3,High
COUNTRY COACH INC,2005,88,1,1,Low
"Nissan North America, Inc.",2005,167,1,1,Low
Land Rover,2005,17263,2,3,High
Hyundai Motor America,2005,36000,2,3,High
"Mercedes-Benz USA, LLC",2005,487,1,1,Low
"General Motors, LLC",2005,1353718,2,3,High
"BMW of North America, LLC",2005,165,1,1,Low
"International Motors, LLC",2005,13654,2,3,High
U.S. BUS CORPORATION,2005,135,1,1,Low
"Battle Motors, Inc.",2005,142,1,1,Low
"New Flyer of America, Inc.",2005,665,1,1,Low
MONACO COACH CORPORATION,2005,451,1,1,Low
GIRARDIN MINIBUS INC.,2005,10,1,1,Low
"Mack Trucks, Inc.",1989,281,0,2,Medium
"BMW of North America, LLC",2005,331,1,1,Low
"Viking RV, LLC",2005,3624,2,3,High
Damon Corporation,2005,61,1,1,Low
MONACO COACH CORPORATION,2005,21,1,1,Low
COUNTRY COACH INC,2005,6,1,1,Low
OPTIMA BUS CORP,2005,49,1,1,Low
Collins Bus Corporation,2005,201,1,1,Low
"McNeilus Truck & Manufacturing, Inc.",2005,107,1,1,Low
Pierce Manufacturing,2005,90,1,1,Low
PACCAR Incorporated,1989,650,0,2,Medium
Pierce Manufacturing,2005,150,1,1,Low
"Hino Motors Sales U.S.A., Inc.",2005,46,1,1,Low
"Jayco, Inc.",2005,285,1,1,Low
Novae Corporation,2005,26,1,1,Low
GIRARDIN MINIBUS INC.,2005,1498,1,1,Low
"Kia America, Inc.",2005,2935,2,3,High
FREIGHTLINER LLC,2005,5954,2,3,High
Collins Bus Corporation,2005,1345,2,3,High
"Chrysler (FCA US, LLC)",1980,10891,0,2,Medium
Honda (American Honda Motor Co.),2005,85154,2,3,High
Collins Bus Corporation,2005,687,1,1,Low
Volvo Trucks North America,2005,958,1,1,Low
Newell Coach Corp.,2005,28,1,1,Low
UD Trucks Corporation,2005,2018,2,3,High
"Mack Trucks, Inc.",2005,12,1,1,Low
"Mack Trucks, Inc.",2005,23,1,1,Low
"Reinke Manufacturing Company, Inc.",2005,548,1,1,Low
"FLEETWOOD ENTERPRISES, INC.",2005,2435,2,3,High
"Chrysler (FCA US, LLC)",1976,2000,0,2,Medium
HYUNDAI CARIBBEAN-PUERTO RICO,2005,330,1,1,Low
U.S. BUS CORPORATION,2005,40,1,1,Low
"International Motors, LLC",2005,6432,2,3,High
"Nissan North America, Inc.",2005,90016,2,3,High
Newmar Corporation,2005,87,1,1,Low
"New Flyer of America, Inc.",2005,321,1,1,Low
"General Motors, LLC",1976,55564,0,2,Medium
FREIGHTLINER LLC,2005,13583,2,3,High
Shyft Group,2005,0,1,1,Low
Mazda North American Operations,2005,27800,2,3,High
Toyota Motor Engineering & Manufacturing,2005,345443,2,3,High
Toyota Motor Engineering & Manufacturing,2005,2527,2,3,High
"Kia America, Inc.",2005,118447,2,3,High
"International Motors, LLC",2005,18071,2,3,High
Oshkosh Corporation,2005,490,1,1,Low
"POLARIS INDUSTRIES, INC.",2005,4244,2,3,High
Motor Coach Industries,2005,156,1,1,Low
"Airstream, Inc.",2005,213,1,1,Low
"Nissan North America, Inc.",2005,125466,2,3,High
NEOPLAN USA CORPORATION,2005,311,1,1,Low
"Kia America, Inc.",2005,3672,2,3,High
Volvo Trucks North America,2005,10,1,1,Low
"Mack Trucks, Inc.",2005,100,1,1,Low
"Mack Trucks, Inc.",2005,320,1,1,Low
Hyundai Motor America,2005,6146,2,3,High
Hyundai Motor America,2005,1970,2,3,High
Mazda North American Operations,2005,52000,2,3,High
Keystone RV Company,2005,2668,2,3,High
Ford Motor Company,2005,10061,2,3,High
AM GENERAL LLC,1976,1487,0,2,Medium
FOUR WINDS INTERNATIONAL,2005,25,1,1,Low
"Tiffin Motorhomes, Inc.",2005,265,1,1,Low
"VAN-CON, INCORPORATED",2005,406,1,1,Low
Supreme Corporation,2005,48,1,1,Low
"Mitsubishi Fuso Truck of America, Inc.",2005,15307,2,3,High
"Mitsubishi Fuso Truck of America, Inc.",2005,15549,2,3,High
Land Rover,2005,1941,2,3,High
Toyota Motor Engineering & Manufacturing,2005,11592,2,3,High
"New Flyer of America, Inc.",2005,218,1,1,Low
"Autocar, LLC",2005,5,1,1,Low
"Mitsubishi Motors North America, Inc.",2005,3760,2,3,High
"Sundowner Trailers, Inc.",2005,7,1,1,Low
"International Motors, LLC",2005,49607,2,3,High
"International Motors, LLC",2005,60,1,1,Low
"FLEETWOOD ENTERPRISES, INC.",2005,496,1,1,Low
MONACO COACH CORPORATION,2005,647,1,1,Low
Harley-Davidson Motor Company,2005,1552,2,3,High
"Coachmen RV Company, LLC",2005,135,1,1,Low
"Autocar, LLC",2005,649,1,1,Low
"Haulmark Industries, Inc.",2005,1003,1,1,Low
Newell Coach Corp.,2005,71,1,1,Low
"General Motors, LLC",2005,14600,2,3,High
Shyft Group,2005,86,1,1,Low
"General Motors, LLC",2005,6698,2,3,High
MID BUS CORPORATION,2005,2070,2,3,High
Blue Bird Body Company,2005,45,1,1,Low
"FLEETWOOD ENTERPRISES, INC.",2005,8,1,1,Low
"Triumph Motorcycles America, Ltd.",2005,969,1,1,Low
Ford Motor Company,1976,5200,0,2,Medium
COUNTRY COACH INC,2005,9,1,1,Low
"FLEETWOOD ENTERPRISES, INC.",2005,476,1,1,Low
"Featherlite Trailer Manufacturing, LLC",2005,110,1,1,Low
ORION BUS INDUSTRIES LTD.,2005,1092,1,1,Low
FREIGHTLINER LLC,2005,634,1,1,Low
FREIGHTLINER LLC,2005,1786,2,3,High
NEOPLAN USA CORPORATION,2005,465,1,1,Low
Ford Motor Company,2005,180104,2,3,High
FOUR WINDS INTERNATIONAL,2005,238,1,1,Low
"Altec Industries, Inc.",2005,38,1,1,Low
Ford Motor Company,2005,78675,2,3,High
"Gillig, LLC",2005,1096,2,3,High
Shyft Group,2005,1298,2,3,High
NEOPLAN USA CORPORATION,2005,85,1,1,Low
"Nissan North America, Inc.",2005,44000,2,3,High
"Winnebago Industries, Inc.",2005,89,1,1,Low
"Tiffin Motorhomes, Inc.",2005,302,1,1,Low
"HACKNEY AND SONS, INC.",2005,329,1,1,Low
"General Motors, LLC",2005,291652,2,3,High
"Mitsubishi Motors North America, Inc.",2005,1151,2,3,High
STARCRAFT COMPANY,1976,124,0,2,Medium
"FLEETWOOD ENTERPRISES, INC.",1976,160,0,2,Medium
"General Motors, LLC",1976,15861,0,2,Medium
"Foretravel, Inc.",2005,53,1,1,Low
"WESTERN RECREATIONAL VEHICLES, INC.",2005,89,1,1,Low
COUNTRY COACH INC,2005,17,1,1,Low
Toyota Motor Engineering & Manufacturing,2005,156111,2,3,High
U.S. BUS CORPORATION,2005,200,1,1,Low
"Gulf Stream Coach, Inc.",2005,20,1,1,Low
"Thor California, Inc.",2005,764,1,1,Low
MILLENNIUM LUXURY COACHES,2005,18,1,1,Low
UD Trucks Corporation,2005,2744,2,3,High
"Hino Motors Sales U.S.A., Inc.",2005,262,1,1,Low
UD Trucks Corporation,2005,3857,2,3,High
Newmar Corporation,2005,2127,2,3,High
Skyline Corporation,2005,88,1,1,Low
U.S. BUS CORPORATION,2005,172,1,1,Low
"Yamaha Motor Corporation, USA",2005,46000,2,3,High
"POLARIS INDUSTRIES, INC.",2005,712,1,1,Low
"Roush Performance Products, Inc.",2005,680,1,1,Low
"International Motors, LLC",2005,3288,2,3,High
"WESTERN RECREATIONAL VEHICLES, INC.",2005,111,1,1,Low
AMERICAN CARRIAGE INC.,2005,7,1,1,Low
"Big Dog Motorcycles, LLC",2005,180,1,1,Low
Skyline Corporation,2005,213,1,1,Low
Skyline Corporation,2005,9,1,1,Low
Blue Bird Body Company,2005,8894,2,3,High
Blue Bird Body Company,2005,3121,2,3,High
"Kia America, Inc.",2005,37358,2,3,High
"Forest River, Inc.",2005,0,1,1,Low
NEOPLAN USA CORPORATION,1996,202,1,1,Low
"SAAB CARS USA, INC.",2005,68654,2,3,High
PACCAR Incorporated,2005,850,1,1,Low
Toyota Motor Engineering & Manufacturing,2005,768379,2,3,High
Daimler Coaches North America,2005,317,1,1,Low
"Mercedes-Benz USA, LLC",2005,7191,2,3,High
"Eldorado National- California, Inc.",2005,13,1,1,Low
Toyota Motor Engineering & Manufacturing,2005,4855,2,3,High
UNIVERSAL MOPED IMPORTS,1976,250,0,2,Medium
"Battle Motors, Inc.",2005,131,1,1,Low
Ducati North America,2005,117,1,1,Low
Ducati North America,2005,622,1,1,Low
"ALFA LEISURE,INC.",2005,320,1,1,Low
MONACO COACH CORPORATION,2005,1606,2,3,High
"Accubuilt, Inc.",2005,51,1,1,Low
Crossroads RV,2005,131,1,1,Low
"FLEETWOOD ENTERPRISES, INC.",2005,186,1,1,Low
"International Motors, LLC",2005,26,1,1,Low
Pierce Manufacturing,2005,49,1,1,Low
Daimler Coaches North America,2005,317,1,1,Low
Ford Motor Company,2005,132800,2,3,High
COUNTRY COACH INC,2005,282,1,1,Low
"VAN HOOL,  N.V. (*)",2005,150,1,1,Low
Blue Bird Body Company,2005,8,1,1,Low
Keystone RV Company,2005,174,1,1,Low
Blue Bird Body Company,2005,2108,2,3,High
"General Motors, LLC",2005,286478,2,3,High
American IronHorse Motorcycle Company,2005,199,1,1,Low
Ford Motor Company,2005,25,1,1,Low
MID BUS CORPORATION,2005,48,1,1,Low
"Eldorado National- California, Inc.",2005,24,1,1,Low
"Dutchmen Manufacturing, Inc.",2005,434,1,1,Low
"NATIONAL RV, INC.",2005,336,1,1,Low
"INDIANA PHOENIX, INC.",2005,46,1,1,Low
"Kia America, Inc.",2005,10360,2,3,High
"Kia America, Inc.",2005,368,1,1,Low
Collins Bus Corporation,2005,272,1,1,Low
Eldorado National-Kansas,2005,39,1,1,Low
"Champion Bus, Inc.",2005,75,1,1,Low
FREIGHTLINER LLC,2005,49,1,1,Low
"Mack Trucks, Inc.",2005,56,1,1,Low
"Coachmen RV Company, LLC",2005,40,1,1,Low
Shyft Group,2005,11,1,1,Low
"Mack Trucks, Inc.",2005,2773,2,3,High
Volvo Trucks North America,2005,22,1,1,Low
"Elite Trailer Manufacturing, LLC",2005,6,1,1,Low
"FTCA, Inc.",2005,129,1,1,Low
AM GENERAL LLC,1976,22,0,2,Medium
BENDIX CORPORATION,1976,176,0,2,Medium
Hyundai Motor America,2005,277,1,1,Low
"International Motors, LLC",2005,4616,2,3,High
PACCAR Incorporated,2005,1026,1,1,Low
"BMW of North America, LLC",2005,500,1,1,Low
"Terex Advance Mixer, Inc.",2005,269,1,1,Low
HYUNDAI CARIBBEAN-PUERTO RICO,2005,349,1,1,Low
FREIGHTLINER LLC,2005,3500,2,3,High
FREIGHTLINER LLC,2005,16000,2,3,High
FREIGHTLINER LLC,2005,248,1,1,Low
FREIGHTLINER LLC,2005,153,1,1,Low
Redundant JAGUAR ROVER TRIUMPH INC.,1976,5176,0,2,Medium
"Foretravel, Inc.",2005,108,1,1,Low
Blue Bird Body Company,2005,575,1,1,Low
"Altec Industries, Inc.",2005,125,1,1,Low
"FLEETWOOD ENTERPRISES, INC.",2005,729,1,1,Low
OPTIMA BUS CORP,2005,201,1,1,Low
"Ferrari North America, Inc.",2005,201,1,1,Low
Newmar Corporation,2005,935,1,1,Low
"General Motors, LLC",2005,90242,2,3,High
Isuzu Motors Limited,2005,253,1,1,Low
"General Motors, LLC",2005,1359824,2,3,High
"Autocar, LLC",2005,13,1,1,Low
Volvo Trucks North America,2005,773,1,1,Low
"Mack Trucks, Inc.",2005,58,1,1,Low
"General Motors, LLC",2005,61594,2,3,High
"General Motors, LLC",2005,34186,2,3,High
"General Motors, LLC",2005,20701,2,3,High
"Kia America, Inc.",2005,24119,2,3,High
"Jaguar Cars, Ltd.",2005,659,1,1,Low
PACCAR Incorporated,2005,20,1,1,Low
"Volkswagen Group of America, Inc.",2005,30708,2,3,High
"ROAD RESCUE, INC.",2005,216,1,1,Low
BUELL-out of business,2005,149,1,1,Low
"Big Dog Motorcycles, LLC",2005,1418,1,1,Low
Harley-Davidson Motor Company,2005,167628,2,3,High
GIRARDIN MINIBUS INC.,2005,204,1,1,Low
Mazda North American Operations,1976,9137,0,2,Medium
"General Motors, LLC",2005,316508,2,3,High
E-One Incorporated,2005,136,1,1,Low
"Tiffin Motorhomes, Inc.",2005,867,1,1,Low
Shyft Group,2005,4735,2,3,High
LES ENTREPRISES M.CORBEIL,2005,1262,1,1,Low
"ROAD RESCUE, INC.",2005,3500,2,3,High
Lance Camper Manufacturing. Corp.,2005,3303,2,3,High
Vermeer Manufacturing Company,2005,62,1,1,Low
Ford Motor Company,2005,56,1,1,Low
"FTCA, Inc.",2005,165,1,1,Low
Blue Bird Body Company,2005,486,1,1,Low
"Chrysler (FCA US, LLC)",2005,70235,2,3,High
Ford Motor Company,2005,481,1,1,Low
Honda (American Honda Motor Co.),2005,1923,2,3,High
FREIGHTLINER LLC,2005,500,1,1,Low
"Mercedes-Benz USA, LLC",2005,204000,2,3,High
FREIGHTLINER LLC,2005,4819,2,3,High
FOUR WINDS INTERNATIONAL,2005,261,1,1,Low
INTERNATIONAL TRUCK & ENGINE CORPORATION,1976,192,0,2,Medium
"General Motors, LLC",2005,2536,2,3,High
"Forest River, Inc.",2005,0,1,1,Low
Toyota Motor Engineering & Manufacturing,2005,5726,2,3,High
IC CORPORATION,2005,550,1,1,Low
FREIGHTLINER LLC,2005,1564,2,3,High
FREIGHTLINER LLC,2005,3568,2,3,High
FREIGHTLINER LLC,2005,130,1,1,Low
"Eldorado National- California, Inc.",2005,27,1,1,Low
IC CORPORATION,2005,1142,2,3,High
IC CORPORATION,2005,949,1,1,Low
NEOPLAN USA CORPORATION,1996,235,0,2,Medium
"Eldorado National- California, Inc.",2005,402,1,1,Low
Polaris Industries Inc.,2005,192,1,1,Low
"Autocar, LLC",2005,56,1,1,Low
"Mack Trucks, Inc.",2005,127,1,1,Low
"Kia America, Inc.",2005,7619,2,3,High
IC CORPORATION,2005,402,1,1,Low
"New Flyer of America, Inc.",2005,178,1,1,Low
Hyundai Motor America,2005,30558,2,3,High
OPTIMA BUS CORP,2005,2,1,1,Low
Newmar Corporation,2005,1738,2,3,High
OPTIMA BUS CORP,2005,417,1,1,Low
"Mack Trucks, Inc.",2005,39,1,1,Low
"Mack Trucks, Inc.",2005,291,1,1,Low
Prevost Car (US) Inc.,2005,943,1,1,Low
Prevost Car (US) Inc.,2005,180,1,1,Low
Carriage Industries,2005,25,1,1,Low
"General Motors, LLC",2005,707,1,1,Low
"General Motors, LLC",2005,24875,2,3,High
MID BUS CORPORATION,1996,2826,0,2,Medium
"GEORGIE BOY MFG., LLC",2005,151,1,1,Low
"Coachmen RV Company, LLC",2005,251,1,1,Low
"WESTERN WORLD, INC.",2005,57,1,1,Low
"Gillig, LLC",2005,10,1,1,Low
"New Flyer of America, Inc.",2005,28,1,1,Low
"Mitsubishi Fuso Truck of America, Inc.",2005,3,1,1,Low
ORION BUS INDUSTRIES LTD.,2005,167,1,1,Low
"POLARIS INDUSTRIES, INC.",2005,774,1,1,Low
"Volkswagen Group of America, Inc.",2005,9965,2,3,High
"JLG Industries, Inc.",2005,335,1,1,Low
Ford Motor Company,2005,43626,2,3,High
"General Motors, LLC",2005,35777,2,3,High
"General Motors, LLC",2005,77055,2,3,High
"Coachmen RV Company, LLC",2005,250,1,1,Low
"TARASPORT TRAILERS, INC.",2005,35,1,1,Low
Ducati North America,2005,475,1,1,Low
"NABI Bus, LLC",2005,3680,2,3,High
Keystone RV Company,2005,2168,2,3,High
ORION BUS INDUSTRIES LTD.,2005,31,1,1,Low
Keystone RV Company,2005,88,1,1,Low
Pierce Manufacturing,2005,1600,2,3,High
PACCAR Incorporated,2005,39,1,1,Low
"Yamaha Motor Corporation, USA",2005,179042,2,3,High
Blue Bird Body Company,2005,4657,2,3,High
"BMW of North America, LLC",2005,3084,2,3,High
"Mitsubishi Motors North America, Inc.",2005,65436,2,3,High
"Winnebago Industries, Inc.",2005,228,1,1,Low
NOVA BUS INCORPORATED,2005,12,1,1,Low
ORION BUS INDUSTRIES LTD.,2005,302,1,1,Low
"Chrysler (FCA US, LLC)",2005,43180,2,3,High
NEOPLAN USA CORPORATION,2005,175,1,1,Low
Pierce Manufacturing,2005,3,1,1,Low
"PRO AIR, INC.",2005,79,1,1,Low
Blue Bird Body Company,2005,416,1,1,Low
"Autocar, LLC",2005,308,1,1,Low
"Eldorado National- California, Inc.",2005,24,1,1,Low
MONACO COACH CORPORATION,2005,81,1,1,Low
Shyft Group,2005,84,1,1,Low
Blue Bird Body Company,2005,18891,2,3,High
"General Motors, LLC",2005,18850,2,3,High
Shyft Group,2005,1,1,1,Low
Daimler Buses North America,2005,262,1,1,Low
ORION BUS INDUSTRIES LTD.,2005,59,1,1,Low
"HME, Inc.",2005,46,1,1,Low
"NABI Bus, LLC",2005,178,1,1,Low
MITSUBISHI MANUFACTURING AMER,1989,7500,0,2,Medium
H&W TRAILER,2005,0,1,1,Low
"Big Dog Motorcycles, LLC",2005,1586,1,1,Low
MONACO COACH CORPORATION,2005,2827,2,3,High
"General Motors, LLC",2005,9402,2,3,High
"General Motors, LLC",2005,7194,2,3,High
Toyota Motor Engineering & Manufacturing,2005,22228,2,3,High
"Saleen, Inc.",2005,24,1,1,Low
"General Motors, LLC",2005,19924,2,3,High
"Wood Manufacturing Co., Inc.",2005,7577,2,3,High
"General Motors, LLC",2005,77411,2,3,High
Blue Bird Body Company,2005,22,1,1,Low
Vermeer Manufacturing Company,2005,57,1,1,Low
IC CORPORATION,2005,920,1,1,Low
OPTIMA BUS CORP,2005,35,1,1,Low
"Battle Motors, Inc.",2005,42,1,1,Low
"New Flyer of America, Inc.",2005,805,1,1,Low
FREIGHTLINER LLC,2005,1770,2,3,High
"Autocar, LLC",2005,140,1,1,Low
"HME, Inc.",2005,13,1,1,Low
"Chrysler (FCA US, LLC)",2005,26000,2,3,High
"General Motors, LLC",2005,17815,2,3,High
Blue Bird Body Company,2005,1300,2,3,High
Honda (American Honda Motor Co.),2005,203,1,1,Low
Capacity of Texas,2005,1,1,1,Low
ORION BUS INDUSTRIES LTD.,2005,207,1,1,Low
Ford Motor Company,2005,589932,2,3,High
"REVCON, INCORPORATED",1976,1004,0,2,Medium
Honda (American Honda Motor Co.),2005,34919,2,3,High
"Suzuki Motor USA, LLC",2005,37796,2,3,High
"Jayco, Inc.",2005,32,1,1,Low
Honda (American Honda Motor Co.),2005,486659,2,3,High
Ford Motor Company,2005,738490,2,3,High
"ALFA LEISURE,INC.",2005,88,1,1,Low
Oshkosh Corporation,1996,1597,0,2,Medium
Honda (American Honda Motor Co.),2005,36046,2,3,High
GIRARDIN MINIBUS INC.,2005,121,1,1,Low
Blue Bird Body Company,2005,59,1,1,Low
"Maserati North America, Inc.",2005,495,1,1,Low
"Ferrari North America, Inc.",2005,110,1,1,Low
Collins Bus Corporation,2005,108,1,1,Low
"General Motors, LLC",2005,3344,2,3,High
"Eldorado National- California, Inc.",2005,80,1,1,Low
"General Motors, LLC",2005,87000,2,3,High
"WORLD TRANS, INC.",1989,1244,0,2,Medium
"Kia America, Inc.",2005,89238,2,3,High
"Mack Trucks, Inc.",2005,13173,2,3,High
Komfort Corporation,2005,18,1,1,Low
"Jayco, Inc.",2005,688,1,1,Low
Shyft Group,2005,490,1,1,Low
Crossroads RV,2005,5890,2,3,High
STARCRAFT BUS AND MOBILITY,2005,612,1,1,Low
"Triumph Motorcycles America, Ltd.",2005,1994,2,3,High
"General Motors, LLC",2005,98221,2,3,High
"Chrysler (FCA US, LLC)",2005,1142,2,3,High
"Chrysler (FCA US, LLC)",1976,800,0,2,Medium
"Porsche Cars North America, Inc.",2004,8638,2,3,High
Diamond Coach Corporation,2004,37,1,1,Low
"Gillig, LLC",2004,324,1,1,Low
MONACO COACH CORPORATION,2004,86,1,1,Low
"General Coach America, Inc.",2004,111,1,1,Low
DAIMLERCHRYSLER MANUFACTURING INTL,2004,23000,2,3,High
Mazda North American Operations,2004,49800,2,3,High
PACCAR Incorporated,2004,55,1,1,Low
Harley-Davidson Motor Company,2004,9501,2,3,High
"General Motors, LLC",2004,717302,2,3,High
"Chrysler (FCA US, LLC)",1976,40000,0,2,Medium
Ford Motor Company,2004,283,1,1,Low
"Winnebago Industries, Inc.",2004,3538,2,3,High
"GEORGIE BOY MFG., LLC",2004,22,1,1,Low
"Chrysler (FCA US, LLC)",2004,592707,2,3,High
"Autocar, LLC",2004,20,1,1,Low
Ford Motor Company,2004,262113,2,3,High
Ford Motor Company,2004,2902,2,3,High
"Volkswagen Group of America, Inc.",2004,410000,2,3,High
"Nissan North America, Inc.",2004,131,1,1,Low
"Volkswagen Group of America, Inc.",2004,19284,2,3,High
"Accubuilt, Inc.",2004,501,1,1,Low
FREIGHTLINER LLC,2004,1095,2,3,High
FREIGHTLINER LLC,2004,250,1,1,Low
"Volkswagen Group of America, Inc.",2004,50483,2,3,High
"Porsche Cars North America, Inc.",2004,31000,2,3,High
Toyota Motor Engineering & Manufacturing,2004,150061,2,3,High
Glaval Bus,1992,1010,0,2,Medium
"Champion Bus, Inc.",2004,6,1,1,Low
PACCAR Incorporated,2004,4322,2,3,High
Mazda North American Operations,2004,190,1,1,Low
Mazda North American Operations,2004,121000,2,3,High
Honda (American Honda Motor Co.),2004,4345,2,3,High
"Chrysler (FCA US, LLC)",2004,26354,2,3,High
Pierce Manufacturing,2004,64,1,1,Low
"Chrysler (FCA US, LLC)",2004,71763,2,3,High
Ducati North America,2004,993,1,1,Low
"Chrysler (FCA US, LLC)",1976,80,0,2,Medium
HACKNEY,2004,82,1,1,Low
Ford Motor Company,2004,470245,2,3,High
Keystone RV Company,2004,28,1,1,Low
Harley-Davidson Motor Company,2004,72,1,1,Low
"BMW of North America, LLC",2004,17905,2,3,High
"BMW of North America, LLC",2004,485,1,1,Low
"International Motors, LLC",2004,17443,2,3,High
"Mack Trucks, Inc.",1989,3127,0,2,Medium
"Mitsubishi Fuso Truck of America, Inc.",2004,3674,2,3,High
"Mitsubishi Fuso Truck of America, Inc.",2004,18094,2,3,High
Honda (American Honda Motor Co.),2004,12866,2,3,High
Toyota Motor Engineering & Manufacturing,2004,92577,2,3,High
Mobility Works (WMK Inc.),2004,1660,1,1,Low
"General Motors, LLC",2004,1378,2,3,High
WHITE MOTOR CORPORATION,1976,18,0,2,Medium
"Pro-Trak Trailers, Inc.",2004,3,1,1,Low
Honda (American Honda Motor Co.),2004,2185,2,3,High
"VERITRANS SPECIALTY VEHICLES, INC.",2004,43,1,1,Low
FOUR WINDS INTERNATIONAL,2004,63,1,1,Low
Supreme Corporation,2004,125,1,1,Low
Toyota Motor Engineering & Manufacturing,2004,183090,2,3,High
"General Motors, LLC",1976,209562,0,2,Medium
Land Rover,2004,17,1,1,Low
MONACO COACH CORPORATION,2004,1637,2,3,High
"SAAB CARS USA, INC.",2004,17394,2,3,High
"Jayco, Inc.",2004,317,1,1,Low
Honda (American Honda Motor Co.),2004,61,1,1,Low
Honda (American Honda Motor Co.),2004,416,1,1,Low
Honda (American Honda Motor Co.),2004,257616,2,3,High
"Jayco, Inc.",2004,698,1,1,Low
"General Motors, LLC",2004,178798,2,3,High
PACCAR Incorporated,2004,251,1,1,Low
ORION BUS INDUSTRIES LTD.,2004,2045,2,3,High
FMC CORPORATION,1976,645,0,2,Medium
Honda (American Honda Motor Co.),2004,2247,2,3,High
ORION BUS INDUSTRIES LTD.,2004,545,1,1,Low
"Erwin Hymer Group North America, Inc.",2004,660,1,1,Low
